source_id,data_split,img_fn,label_fn
1,train_test_val_2,public_unet_skyrmion_dataset/images/000032.png,public_unet_skyrmion_dataset/labels/000032.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000033.png,public_unet_skyrmion_dataset/labels/000033.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000034.png,public_unet_skyrmion_dataset/labels/000034.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000035.png,public_unet_skyrmion_dataset/labels/000035.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000036.png,public_unet_skyrmion_dataset/labels/000036.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000037.png,public_unet_skyrmion_dataset/labels/000037.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000038.png,public_unet_skyrmion_dataset/labels/000038.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000039.png,public_unet_skyrmion_dataset/labels/000039.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000040.png,public_unet_skyrmion_dataset/labels/000040.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000041.png,public_unet_skyrmion_dataset/labels/000041.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000042.png,public_unet_skyrmion_dataset/labels/000042.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000043.png,public_unet_skyrmion_dataset/labels/000043.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000044.png,public_unet_skyrmion_dataset/labels/000044.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000045.png,public_unet_skyrmion_dataset/labels/000045.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000046.png,public_unet_skyrmion_dataset/labels/000046.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000047.png,public_unet_skyrmion_dataset/labels/000047.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000048.png,public_unet_skyrmion_dataset/labels/000048.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000049.png,public_unet_skyrmion_dataset/labels/000049.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000050.png,public_unet_skyrmion_dataset/labels/000050.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000051.png,public_unet_skyrmion_dataset/labels/000051.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000052.png,public_unet_skyrmion_dataset/labels/000052.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000053.png,public_unet_skyrmion_dataset/labels/000053.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000054.png,public_unet_skyrmion_dataset/labels/000054.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000055.png,public_unet_skyrmion_dataset/labels/000055.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000056.png,public_unet_skyrmion_dataset/labels/000056.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000057.png,public_unet_skyrmion_dataset/labels/000057.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000058.png,public_unet_skyrmion_dataset/labels/000058.png
1,train_test_val_2,public_unet_skyrmion_dataset/images/000059.png,public_unet_skyrmion_dataset/labels/000059.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000060.png,public_unet_skyrmion_dataset/labels/000060.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000061.png,public_unet_skyrmion_dataset/labels/000061.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000062.png,public_unet_skyrmion_dataset/labels/000062.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000063.png,public_unet_skyrmion_dataset/labels/000063.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000064.png,public_unet_skyrmion_dataset/labels/000064.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000065.png,public_unet_skyrmion_dataset/labels/000065.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000066.png,public_unet_skyrmion_dataset/labels/000066.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000067.png,public_unet_skyrmion_dataset/labels/000067.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000068.png,public_unet_skyrmion_dataset/labels/000068.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000069.png,public_unet_skyrmion_dataset/labels/000069.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000070.png,public_unet_skyrmion_dataset/labels/000070.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000071.png,public_unet_skyrmion_dataset/labels/000071.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000072.png,public_unet_skyrmion_dataset/labels/000072.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000073.png,public_unet_skyrmion_dataset/labels/000073.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000074.png,public_unet_skyrmion_dataset/labels/000074.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000075.png,public_unet_skyrmion_dataset/labels/000075.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000076.png,public_unet_skyrmion_dataset/labels/000076.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000077.png,public_unet_skyrmion_dataset/labels/000077.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000078.png,public_unet_skyrmion_dataset/labels/000078.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000079.png,public_unet_skyrmion_dataset/labels/000079.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000080.png,public_unet_skyrmion_dataset/labels/000080.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000081.png,public_unet_skyrmion_dataset/labels/000081.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000082.png,public_unet_skyrmion_dataset/labels/000082.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000083.png,public_unet_skyrmion_dataset/labels/000083.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000084.png,public_unet_skyrmion_dataset/labels/000084.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000085.png,public_unet_skyrmion_dataset/labels/000085.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000086.png,public_unet_skyrmion_dataset/labels/000086.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000087.png,public_unet_skyrmion_dataset/labels/000087.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000088.png,public_unet_skyrmion_dataset/labels/000088.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000089.png,public_unet_skyrmion_dataset/labels/000089.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000090.png,public_unet_skyrmion_dataset/labels/000090.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000091.png,public_unet_skyrmion_dataset/labels/000091.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000092.png,public_unet_skyrmion_dataset/labels/000092.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000093.png,public_unet_skyrmion_dataset/labels/000093.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000094.png,public_unet_skyrmion_dataset/labels/000094.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000095.png,public_unet_skyrmion_dataset/labels/000095.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000096.png,public_unet_skyrmion_dataset/labels/000096.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000097.png,public_unet_skyrmion_dataset/labels/000097.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000098.png,public_unet_skyrmion_dataset/labels/000098.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000099.png,public_unet_skyrmion_dataset/labels/000099.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000100.png,public_unet_skyrmion_dataset/labels/000100.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000101.png,public_unet_skyrmion_dataset/labels/000101.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000102.png,public_unet_skyrmion_dataset/labels/000102.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000103.png,public_unet_skyrmion_dataset/labels/000103.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000104.png,public_unet_skyrmion_dataset/labels/000104.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000105.png,public_unet_skyrmion_dataset/labels/000105.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000106.png,public_unet_skyrmion_dataset/labels/000106.png
2,train_test_val_5,public_unet_skyrmion_dataset/images/000107.png,public_unet_skyrmion_dataset/labels/000107.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000108.png,public_unet_skyrmion_dataset/labels/000108.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000109.png,public_unet_skyrmion_dataset/labels/000109.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000110.png,public_unet_skyrmion_dataset/labels/000110.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000111.png,public_unet_skyrmion_dataset/labels/000111.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000112.png,public_unet_skyrmion_dataset/labels/000112.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000113.png,public_unet_skyrmion_dataset/labels/000113.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000114.png,public_unet_skyrmion_dataset/labels/000114.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000115.png,public_unet_skyrmion_dataset/labels/000115.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000116.png,public_unet_skyrmion_dataset/labels/000116.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000117.png,public_unet_skyrmion_dataset/labels/000117.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000118.png,public_unet_skyrmion_dataset/labels/000118.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000119.png,public_unet_skyrmion_dataset/labels/000119.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000120.png,public_unet_skyrmion_dataset/labels/000120.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000121.png,public_unet_skyrmion_dataset/labels/000121.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000122.png,public_unet_skyrmion_dataset/labels/000122.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000123.png,public_unet_skyrmion_dataset/labels/000123.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000124.png,public_unet_skyrmion_dataset/labels/000124.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000125.png,public_unet_skyrmion_dataset/labels/000125.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000126.png,public_unet_skyrmion_dataset/labels/000126.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000127.png,public_unet_skyrmion_dataset/labels/000127.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000128.png,public_unet_skyrmion_dataset/labels/000128.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000129.png,public_unet_skyrmion_dataset/labels/000129.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000130.png,public_unet_skyrmion_dataset/labels/000130.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000131.png,public_unet_skyrmion_dataset/labels/000131.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000132.png,public_unet_skyrmion_dataset/labels/000132.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000133.png,public_unet_skyrmion_dataset/labels/000133.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000134.png,public_unet_skyrmion_dataset/labels/000134.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000135.png,public_unet_skyrmion_dataset/labels/000135.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000136.png,public_unet_skyrmion_dataset/labels/000136.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000137.png,public_unet_skyrmion_dataset/labels/000137.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000138.png,public_unet_skyrmion_dataset/labels/000138.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000139.png,public_unet_skyrmion_dataset/labels/000139.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000140.png,public_unet_skyrmion_dataset/labels/000140.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000141.png,public_unet_skyrmion_dataset/labels/000141.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000142.png,public_unet_skyrmion_dataset/labels/000142.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000143.png,public_unet_skyrmion_dataset/labels/000143.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000144.png,public_unet_skyrmion_dataset/labels/000144.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000145.png,public_unet_skyrmion_dataset/labels/000145.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000146.png,public_unet_skyrmion_dataset/labels/000146.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000147.png,public_unet_skyrmion_dataset/labels/000147.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000148.png,public_unet_skyrmion_dataset/labels/000148.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000149.png,public_unet_skyrmion_dataset/labels/000149.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000150.png,public_unet_skyrmion_dataset/labels/000150.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000151.png,public_unet_skyrmion_dataset/labels/000151.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000152.png,public_unet_skyrmion_dataset/labels/000152.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000153.png,public_unet_skyrmion_dataset/labels/000153.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000154.png,public_unet_skyrmion_dataset/labels/000154.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000155.png,public_unet_skyrmion_dataset/labels/000155.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000156.png,public_unet_skyrmion_dataset/labels/000156.png
3,train_test_val_4,public_unet_skyrmion_dataset/images/000157.png,public_unet_skyrmion_dataset/labels/000157.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000158.png,public_unet_skyrmion_dataset/labels/000158.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000159.png,public_unet_skyrmion_dataset/labels/000159.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000160.png,public_unet_skyrmion_dataset/labels/000160.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000161.png,public_unet_skyrmion_dataset/labels/000161.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000162.png,public_unet_skyrmion_dataset/labels/000162.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000163.png,public_unet_skyrmion_dataset/labels/000163.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000164.png,public_unet_skyrmion_dataset/labels/000164.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000165.png,public_unet_skyrmion_dataset/labels/000165.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000166.png,public_unet_skyrmion_dataset/labels/000166.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000167.png,public_unet_skyrmion_dataset/labels/000167.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000168.png,public_unet_skyrmion_dataset/labels/000168.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000169.png,public_unet_skyrmion_dataset/labels/000169.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000170.png,public_unet_skyrmion_dataset/labels/000170.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000171.png,public_unet_skyrmion_dataset/labels/000171.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000172.png,public_unet_skyrmion_dataset/labels/000172.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000173.png,public_unet_skyrmion_dataset/labels/000173.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000174.png,public_unet_skyrmion_dataset/labels/000174.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000175.png,public_unet_skyrmion_dataset/labels/000175.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000176.png,public_unet_skyrmion_dataset/labels/000176.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000177.png,public_unet_skyrmion_dataset/labels/000177.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000178.png,public_unet_skyrmion_dataset/labels/000178.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000179.png,public_unet_skyrmion_dataset/labels/000179.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000180.png,public_unet_skyrmion_dataset/labels/000180.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000181.png,public_unet_skyrmion_dataset/labels/000181.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000182.png,public_unet_skyrmion_dataset/labels/000182.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000183.png,public_unet_skyrmion_dataset/labels/000183.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000184.png,public_unet_skyrmion_dataset/labels/000184.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000185.png,public_unet_skyrmion_dataset/labels/000185.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000186.png,public_unet_skyrmion_dataset/labels/000186.png
4,train_test_val_5,public_unet_skyrmion_dataset/images/000187.png,public_unet_skyrmion_dataset/labels/000187.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000188.png,public_unet_skyrmion_dataset/labels/000188.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000189.png,public_unet_skyrmion_dataset/labels/000189.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000190.png,public_unet_skyrmion_dataset/labels/000190.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000191.png,public_unet_skyrmion_dataset/labels/000191.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000192.png,public_unet_skyrmion_dataset/labels/000192.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000193.png,public_unet_skyrmion_dataset/labels/000193.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000194.png,public_unet_skyrmion_dataset/labels/000194.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000195.png,public_unet_skyrmion_dataset/labels/000195.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000196.png,public_unet_skyrmion_dataset/labels/000196.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000197.png,public_unet_skyrmion_dataset/labels/000197.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000198.png,public_unet_skyrmion_dataset/labels/000198.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000199.png,public_unet_skyrmion_dataset/labels/000199.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000200.png,public_unet_skyrmion_dataset/labels/000200.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000201.png,public_unet_skyrmion_dataset/labels/000201.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000202.png,public_unet_skyrmion_dataset/labels/000202.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000203.png,public_unet_skyrmion_dataset/labels/000203.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000204.png,public_unet_skyrmion_dataset/labels/000204.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000205.png,public_unet_skyrmion_dataset/labels/000205.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000206.png,public_unet_skyrmion_dataset/labels/000206.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000207.png,public_unet_skyrmion_dataset/labels/000207.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000208.png,public_unet_skyrmion_dataset/labels/000208.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000209.png,public_unet_skyrmion_dataset/labels/000209.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000210.png,public_unet_skyrmion_dataset/labels/000210.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000211.png,public_unet_skyrmion_dataset/labels/000211.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000212.png,public_unet_skyrmion_dataset/labels/000212.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000213.png,public_unet_skyrmion_dataset/labels/000213.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000214.png,public_unet_skyrmion_dataset/labels/000214.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000215.png,public_unet_skyrmion_dataset/labels/000215.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000216.png,public_unet_skyrmion_dataset/labels/000216.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000217.png,public_unet_skyrmion_dataset/labels/000217.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000218.png,public_unet_skyrmion_dataset/labels/000218.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000219.png,public_unet_skyrmion_dataset/labels/000219.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000220.png,public_unet_skyrmion_dataset/labels/000220.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000221.png,public_unet_skyrmion_dataset/labels/000221.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000222.png,public_unet_skyrmion_dataset/labels/000222.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000223.png,public_unet_skyrmion_dataset/labels/000223.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000224.png,public_unet_skyrmion_dataset/labels/000224.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000225.png,public_unet_skyrmion_dataset/labels/000225.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000226.png,public_unet_skyrmion_dataset/labels/000226.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000227.png,public_unet_skyrmion_dataset/labels/000227.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000228.png,public_unet_skyrmion_dataset/labels/000228.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000229.png,public_unet_skyrmion_dataset/labels/000229.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000230.png,public_unet_skyrmion_dataset/labels/000230.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000231.png,public_unet_skyrmion_dataset/labels/000231.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000232.png,public_unet_skyrmion_dataset/labels/000232.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000233.png,public_unet_skyrmion_dataset/labels/000233.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000234.png,public_unet_skyrmion_dataset/labels/000234.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000235.png,public_unet_skyrmion_dataset/labels/000235.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000236.png,public_unet_skyrmion_dataset/labels/000236.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000237.png,public_unet_skyrmion_dataset/labels/000237.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000238.png,public_unet_skyrmion_dataset/labels/000238.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000239.png,public_unet_skyrmion_dataset/labels/000239.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000240.png,public_unet_skyrmion_dataset/labels/000240.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000241.png,public_unet_skyrmion_dataset/labels/000241.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000242.png,public_unet_skyrmion_dataset/labels/000242.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000243.png,public_unet_skyrmion_dataset/labels/000243.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000244.png,public_unet_skyrmion_dataset/labels/000244.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000245.png,public_unet_skyrmion_dataset/labels/000245.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000246.png,public_unet_skyrmion_dataset/labels/000246.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000247.png,public_unet_skyrmion_dataset/labels/000247.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000248.png,public_unet_skyrmion_dataset/labels/000248.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000249.png,public_unet_skyrmion_dataset/labels/000249.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000250.png,public_unet_skyrmion_dataset/labels/000250.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000251.png,public_unet_skyrmion_dataset/labels/000251.png
5,train_test_val_5,public_unet_skyrmion_dataset/images/000252.png,public_unet_skyrmion_dataset/labels/000252.png
